1.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.480000000000000000e+02
2.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 4.100000000000000000e+02
3.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 8.320000000000000000e+02
4.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.013000000000000000e+03
5.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 9.850000000000000000e+02
6.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.310000000000000000e+03
7.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 9.560000000000000000e+02
8.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.896000000000000000e+03
9.000000000000000000e+02 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.985000000000000000e+03
1.000000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.160000000000000000e+03
1.100000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 2.419000000000000000e+03
1.200000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 2.553000000000000000e+03
1.300000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 2.859000000000000000e+03
1.400000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.600000000000000000e+03
1.500000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 1.621000000000000000e+03
1.600000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.363000000000000000e+03
1.700000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.576000000000000000e+03
1.800000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.619000000000000000e+03
1.900000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.159000000000000000e+03
2.000000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 4.208000000000000000e+03
2.100000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 4.392000000000000000e+03
2.200000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 4.491000000000000000e+03
2.300000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 4.967000000000000000e+03
2.400000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 3.952000000000000000e+03
2.500000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 5.652000000000000000e+03
2.600000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 2.738000000000000000e+03
2.700000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 5.360000000000000000e+03
2.800000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 5.924000000000000000e+03
2.900000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 4.749000000000000000e+03
3.000000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 6.199000000000000000e+03
3.100000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 6.579000000000000000e+03
3.200000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 7.216000000000000000e+03
3.300000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 6.729000000000000000e+03
3.400000000000000000e+03 1.000000000000000000e+02 1.000000000000000000e+03 1.200000000000000000e+01 6.910000000000000000e+03
